"MATRICULA","COD_EVASAO","MEDIA","REPROVADO","REP_FALTA","TRANCOU","NUM_CURSADAS"
299160146,0,6.78333333333333,0,0,0,6
299160149,0,5.9,0,2,0,8
299160164,0,6.36666666666667,2,0,0,6
299160188,0,6.76666666666667,0,0,0,6
299160191,0,8.18333333333333,0,0,0,6
299160209,0,7.56666666666667,0,0,0,6
299160215,0,7.11666666666667,0,0,0,6
299160716,0,6.1,0,0,0,5
299160725,0,9.2,0,0,0,5
299160731,0,8.75,0,0,0,6
299160737,0,8.3,0,0,0,6
299160743,0,7.21666666666667,0,0,0,6
299160758,0,6.8,1,0,0,6
299160971,0,8.55,0,0,0,6
299160974,0,6.98333333333333,1,0,0,6
299160977,0,8.7,0,0,0,6
299161061,0,7.825,0,0,0,4
299161127,0,7.025,0,0,0,4
299161166,1,4.18,0,1,0,5
299161178,0,6.2,1,0,0,6
299161187,0,6.15,1,0,0,6
301860212,0,7.48333333333333,0,0,0,6
301860287,0,7.3,0,0,0,5
301860314,0,7.63333333333333,1,0,0,6
301860317,1,2.8,3,2,0,6
301860320,0,7.35,0,0,0,4
301860326,0,2.2,3,2,0,6
301860329,0,6.36666666666667,0,0,0,3
301860332,0,3.3,4,0,0,6
301860335,0,7.35,1,0,0,6
301860344,0,8.26666666666667,0,0,0,6
301860350,0,7.83333333333333,0,0,0,6
301860353,0,7.225,2,0,0,8
301860377,0,8.9,0,0,0,6
301860380,0,9.5,0,0,0,5
301860407,0,4.86666666666667,3,0,0,6
301860425,0,8.76666666666667,0,0,0,6
301860437,1,0.316666666666667,1,5,0,6
301860443,0,6.4,1,0,0,6
301860461,0,6.73333333333333,2,0,0,6
301860479,0,7.7,0,0,0,4
301860482,0,7.21666666666667,0,0,0,6
301860485,0,6.98333333333333,0,0,0,6
301860491,0,9.2,0,0,0,6
301862516,1,0.383333333333333,1,5,0,6
301862522,1,0.416666666666667,1,5,0,6
301862549,0,6.1,1,0,0,6
301862555,1,0.416666666666667,1,5,0,6
301980128,0,6.05,1,0,0,6
301980206,0,5.46666666666667,2,0,0,6
301980239,0,5.73333333333333,2,0,0,6
302160131,0,1.93333333333333,5,0,0,6
302160161,0,3.08333333333333,4,0,0,6
302160164,0,5.38,0,1,0,5
302160170,0,7.9,0,0,0,2
302160176,1,4.3,3,0,0,6
302160212,0,6.48333333333333,0,0,0,6
302160218,0,2.73333333333333,5,0,0,6
302160227,0,7.86666666666667,0,0,0,6
302160233,0,6.33333333333333,2,0,0,6
302160320,0,7.6,0,0,0,2
302160971,0,5.86666666666667,1,0,0,6
302160980,0,6.93333333333333,1,0,0,6
302160983,0,7.43333333333333,0,0,0,6
302160998,0,4.01666666666667,4,0,0,6
302161007,0,4.13333333333333,2,0,0,3
302161019,0,4.36666666666667,3,0,0,6
302161025,0,7.88333333333333,0,0,0,6
302161394,0,2.6,5,0,0,6
302161427,1,3.625,3,0,0,4
302161532,0,5.9,2,0,0,5
304860260,0,4.97142857142857,2,0,0,7
304860263,1,0.65,1,3,0,4
304860278,0,6.56,1,0,0,5
304860326,0,6.35,0,0,0,6
304860332,0,5.96,1,0,0,5
304860377,1,6.38,0,0,0,5
304860392,0,2.56666666666667,0,2,0,3
304860404,0,7.5,0,0,0,6
304860422,1,5.74,1,0,0,5
304860449,0,8.15,0,0,0,6
304860452,0,7.13333333333333,0,0,0,6
304860455,0,9.41666666666667,0,0,0,6
304860479,0,3.88333333333333,3,1,0,6
304860494,0,2.55,5,1,0,6
304860497,0,7.36666666666667,0,0,0,6
304860509,1,7.1,1,0,0,6
304860518,0,3.95,0,2,0,4
304980155,0,3.2,4,0,0,6
305160260,0,6.38333333333333,1,0,0,6
305160320,0,4.06666666666667,3,0,0,6
305160377,1,0,0,0,1,1
305160383,1,0.983333333333333,4,2,0,6
305160407,0,7.58333333333333,0,0,0,6
305160410,0,5.38333333333333,1,0,0,6
305160413,0,5.08333333333333,2,0,0,6
305161262,0,1.16666666666667,0,5,0,6
305161865,0,5.53333333333333,2,0,0,6
307860347,0,5.4,1,0,0,3
307860383,0,5.21666666666667,2,0,0,6
307860389,0,6.66666666666667,2,0,0,6
307860452,0,4.91666666666667,2,1,0,6
307860461,1,5.61666666666667,2,0,0,6
307860473,0,4.1,2,0,0,5
307860491,0,6.32,1,0,0,5
307860512,1,1.46,3,2,0,5
307862849,0,4.6,3,0,0,5
307862867,1,6.775,0,0,0,4
307862870,0,2.74,4,0,0,5
307862894,0,5.8,0,0,0,1
307980971,0,5.9,0,0,0,5
307980980,0,3.96,4,0,0,5
307980992,0,4.68,2,0,0,5
307980998,1,1.4,5,2,0,7
307981406,0,3.625,3,0,0,4
307981784,1,1.7,1,3,0,5
